shipment_id,client,location,ship_date,eta_date,delivered_date,orders_count,sla_days,days_in_transit,on_time,days_late
S000834,Kroger,Kroger Site 79,2025-06-19,2025-06-22,2025-06-22,1,3,3,True,0
S000835,Kroger,Kroger Site 37,2025-06-19,2025-06-22,2025-06-22,1,3,3,True,0
S000836,Kroger,Kroger Site 44,2025-06-22,2025-06-24,2025-06-24,1,2,2,True,0
S000837,Kroger,Kroger Site 15,2025-06-23,2025-06-25,2025-06-26,1,2,3,False,1
S000838,Kroger,Kroger Site 63,2025-06-21,2025-06-23,2025-06-23,1,2,2,True,0
S000839,Kroger,Kroger Site 63,2025-06-21,2025-06-23,2025-06-23,1,2,2,True,0
S000840,Kroger,Kroger Site 9,2025-06-21,2025-06-23,2025-06-23,1,2,2,True,0
S000841,Kroger,Kroger Site 63,2025-06-23,2025-06-25,2025-06-25,1,2,2,True,0
S000842,Kroger,Kroger Site 9,2025-06-23,2025-06-26,2025-06-26,1,3,3,True,0
S000843,Kroger,Kroger Site 12,2025-06-24,2025-06-26,2025-06-28,1,2,4,False,2
S000844,Kroger,Kroger Site 29,2025-06-24,2025-06-27,2025-06-27,1,3,3,True,0
S000845,Kroger,Kroger Site 37,2025-06-23,2025-06-25,2025-06-25,1,2,2,True,0
S000846,Kroger,Kroger Site 63,2025-06-24,2025-06-27,2025-06-27,1,3,3,True,0
S000847,Kroger,Kroger Site 17,2025-06-24,2025-06-26,2025-06-26,1,2,2,True,0
S000848,Kroger,Kroger Site 37,2025-06-26,2025-06-29,2025-06-29,1,3,3,True,0
S000849,Kroger,Kroger Site 64,2025-06-25,2025-06-28,2025-06-28,1,3,3,True,0
S000850,Kroger,Kroger Site 7,2025-06-24,2025-06-26,2025-06-26,1,2,2,True,0
S000851,Kroger,Kroger Site 37,2025-06-27,2025-06-30,2025-06-30,1,3,3,True,0
S000852,Kroger,Kroger Site 7,2025-06-26,2025-06-28,2025-06-28,1,2,2,True,0
S000853,Lex & Co,Lex & Co Site 28,2025-06-27,2025-06-29,2025-06-29,1,2,2,True,0
S000854,Lex & Co,Lex & Co Site 69,2025-06-26,2025-06-29,2025-06-29,1,3,3,True,0
S000855,Taxify LLP,Taxify LLP Site 16,2025-06-25,2025-06-27,2025-06-27,1,2,2,True,0
S000856,Kroger,Kroger Site 37,2025-06-26,2025-06-28,2025-06-28,1,2,2,True,0
S000857,Lex & Co,Lex & Co Site 5,2025-06-28,2025-06-30,2025-06-30,1,2,2,True,0
S000858,Kroger,Kroger Site 6,2025-06-29,2025-07-02,2025-07-02,1,3,3,True,0
S000859,Lex & Co,Lex & Co Site 5,2025-06-29,2025-07-03,2025-07-03,1,4,4,True,0
S000860,Taxify LLP,Taxify LLP Site 31,2025-06-29,2025-07-02,2025-07-02,1,3,3,True,0
S000861,Kroger,Kroger Site 1,2025-06-30,2025-07-02,2025-07-02,1,2,2,True,0
S000862,Kroger,Kroger Site 25,2025-06-28,2025-06-30,2025-06-30,1,2,2,True,0
S000863,Kroger,Kroger Site 53,2025-06-29,2025-07-01,2025-07-01,1,2,2,True,0
S000864,Lex & Co,Lex & Co Site 46,2025-06-28,2025-07-01,2025-07-01,1,3,3,True,0
S000865,Kroger,Kroger Site 25,2025-06-29,2025-07-02,2025-07-02,1,3,3,True,0
S000866,Kroger,Kroger Site 27,2025-06-29,2025-07-01,2025-07-01,1,2,2,True,0
S000867,Kroger,Kroger Site 31,2025-06-30,2025-07-04,2025-07-04,1,4,4,True,0
S000868,Kroger,Kroger Site 53,2025-06-30,2025-07-02,2025-07-02,1,2,2,True,0
S000869,Kroger,Kroger Site 41,2025-07-02,2025-07-04,2025-07-04,1,2,2,True,0
S000870,Kroger,Kroger Site 51,2025-07-01,2025-07-03,2025-07-03,1,2,2,True,0
S000871,Kroger,Kroger Site 11,2025-07-03,2025-07-05,2025-07-05,1,2,2,True,0
S000872,Lex & Co,Lex & Co Site 25,2025-07-02,2025-07-05,2025-07-05,1,3,3,True,0
S000873,Taxify LLP,Taxify LLP Site 75,2025-07-03,2025-07-06,2025-07-06,1,3,3,True,0
S000874,Lex & Co,Lex & Co Site 18,2025-07-03,2025-07-06,2025-07-06,1,3,3,True,0
S000875,Kroger,Kroger Site 7,2025-07-04,2025-07-06,2025-07-06,1,2,2,True,0
S000876,Kroger,Kroger Site 21,2025-07-06,2025-07-09,2025-07-09,1,3,3,True,0
S000877,Kroger,Kroger Site 40,2025-07-06,2025-07-09,2025-07-09,1,3,3,True,0
S000878,Kroger,Kroger Site 52,2025-07-05,2025-07-08,2025-07-08,1,3,3,True,0
S000879,Kroger,Kroger Site 69,2025-07-06,2025-07-10,2025-07-10,1,4,4,True,0
S000880,Lex & Co,Lex & Co Site 65,2025-07-06,2025-07-08,2025-07-08,1,2,2,True,0
S000881,Kroger,Kroger Site 52,2025-07-08,2025-07-11,2025-07-11,1,3,3,True,0
S000882,Kroger,Kroger Site 13,2025-07-08,2025-07-11,2025-07-11,1,3,3,True,0
S000883,Kroger,Kroger Site 2,2025-07-09,2025-07-12,2025-07-12,1,3,3,True,0
S000884,Kroger,Kroger Site 39,2025-07-09,2025-07-11,2025-07-12,1,2,3,False,1
S000885,Kroger,Kroger Site 55,2025-07-07,2025-07-10,2025-07-10,1,3,3,True,0
S000886,Lex & Co,Lex & Co Site 15,2025-07-09,2025-07-14,2025-07-14,1,5,5,True,0
S000887,Lex & Co,Lex & Co Site 44,2025-07-09,2025-07-13,2025-07-13,1,4,4,True,0
S000888,Lex & Co,Lex & Co Site 44,2025-07-10,2025-07-15,2025-07-16,1,5,6,False,1
S000889,Kroger,Kroger Site 36,2025-07-09,2025-07-12,2025-07-12,1,3,3,True,0
S000890,Kroger,Kroger Site 19,2025-07-11,2025-07-13,2025-07-13,1,2,2,True,0
S000891,Kroger,Kroger Site 61,2025-07-10,2025-07-12,2025-07-12,1,2,2,True,0
S000892,Kroger,Kroger Site 40,2025-07-13,2025-07-15,2025-07-15,1,2,2,True,0
S000893,Kroger,Kroger Site 45,2025-07-12,2025-07-14,2025-07-14,1,2,2,True,0
S000894,Kroger,Kroger Site 61,2025-07-12,2025-07-16,2025-07-16,1,4,4,True,0
S000895,Lex & Co,Lex & Co Site 33,2025-07-12,2025-07-14,2025-07-14,1,2,2,True,0
S000896,Kroger,Kroger Site 61,2025-07-12,2025-07-15,2025-07-15,1,3,3,True,0
S000897,Kroger,Kroger Site 79,2025-07-13,2025-07-15,2025-07-15,1,2,2,True,0
S000898,Lex & Co,Lex & Co Site 33,2025-07-13,2025-07-16,2025-07-16,1,3,3,True,0
S000899,Kroger,Kroger Site 16,2025-07-14,2025-07-16,2025-07-17,1,2,3,False,1
S000900,Kroger,Kroger Site 52,2025-07-13,2025-07-16,2025-07-16,1,3,3,True,0
S000901,Kroger,Kroger Site 79,2025-07-13,2025-07-16,2025-07-16,1,3,3,True,0
S000902,Kroger,Kroger Site 11,2025-07-14,2025-07-17,2025-07-17,1,3,3,True,0
S000903,Kroger,Kroger Site 52,2025-07-14,2025-07-16,2025-07-16,1,2,2,True,0
S000904,Lex & Co,Lex & Co Site 68,2025-07-14,2025-07-17,2025-07-18,1,3,4,False,1
S000905,Kroger,Kroger Site 11,2025-07-15,2025-07-19,2025-07-19,1,4,4,True,0
S000906,Lex & Co,Lex & Co Site 68,2025-07-17,2025-07-20,2025-07-20,1,3,3,True,0
S000907,Kroger,Kroger Site 29,2025-07-18,2025-07-22,2025-07-22,1,4,4,True,0
S000908,Kroger,Kroger Site 42,2025-07-16,2025-07-18,2025-07-18,1,2,2,True,0
S000909,Kroger,Kroger Site 62,2025-07-17,2025-07-21,2025-07-23,1,4,6,False,2
S000910,Kroger,Kroger Site 62,2025-07-17,2025-07-19,2025-07-19,1,2,2,True,0
S000911,Kroger,Kroger Site 49,2025-07-20,2025-07-22,2025-07-22,1,2,2,True,0
S000912,Kroger,Kroger Site 62,2025-07-19,2025-07-21,2025-07-22,1,2,3,False,1
S000913,Kroger,Kroger Site 7,2025-07-20,2025-07-23,2025-07-23,1,3,3,True,0
S000914,Kroger,Kroger Site 79,2025-07-18,2025-07-21,2025-07-21,1,3,3,True,0
S000915,Kroger,Kroger Site 41,2025-07-21,2025-07-26,2025-07-26,1,5,5,True,0
S000916,Kroger,Kroger Site 7,2025-07-20,2025-07-22,2025-07-24,1,2,4,False,2
S000917,Kroger,Kroger Site 79,2025-07-20,2025-07-23,2025-07-23,1,3,3,True,0
S000918,Kroger,Kroger Site 32,2025-07-20,2025-07-22,2025-07-22,1,2,2,True,0
S000919,Kroger,Kroger Site 55,2025-07-21,2025-07-24,2025-07-24,1,3,3,True,0
S000920,Kroger,Kroger Site 73,2025-07-20,2025-07-23,2025-07-23,1,3,3,True,0
S000921,Lex & Co,Lex & Co Site 74,2025-07-22,2025-07-24,2025-07-24,1,2,2,True,0
S000922,Kroger,Kroger Site 2,2025-07-22,2025-07-26,2025-07-26,1,4,4,True,0
S000923,Kroger,Kroger Site 30,2025-07-23,2025-07-27,2025-07-27,2,4,4,True,0
S000924,Lex & Co,Lex & Co Site 42,2025-07-22,2025-07-27,2025-07-27,1,5,5,True,0
S000925,Kroger,Kroger Site 3,2025-07-23,2025-07-26,2025-07-26,1,3,3,True,0
S000926,Kroger,Kroger Site 64,2025-07-23,2025-07-26,2025-07-27,1,3,4,False,1
S000927,Lex & Co,Lex & Co Site 42,2025-07-25,2025-07-28,2025-07-28,1,3,3,True,0
S000928,Taxify LLP,Taxify LLP Site 18,2025-07-25,2025-07-27,2025-07-27,1,2,2,True,0
S000929,Lex & Co,Lex & Co Site 50,2025-07-26,2025-07-28,2025-07-29,1,2,3,False,1
S000930,Taxify LLP,Taxify LLP Site 28,2025-07-26,2025-07-30,2025-07-30,1,4,4,True,0
S000931,Taxify LLP,Taxify LLP Site 36,2025-07-24,2025-07-27,2025-07-27,1,3,3,True,0
S000932,Kroger,Kroger Site 78,2025-07-26,2025-07-30,2025-07-30,1,4,4,True,0
S000933,Kroger,Kroger Site 48,2025-07-27,2025-07-29,2025-07-29,1,2,2,True,0
S000934,Kroger,Kroger Site 5,2025-07-27,2025-07-29,2025-07-29,1,2,2,True,0
S000935,Kroger,Kroger Site 5,2025-07-27,2025-07-29,2025-07-29,1,2,2,True,0
S000936,Kroger,Kroger Site 67,2025-07-28,2025-07-30,2025-07-30,1,2,2,True,0
S000937,Lex & Co,Lex & Co Site 19,2025-07-30,2025-08-02,2025-08-02,1,3,3,True,0
S000938,Taxify LLP,Taxify LLP Site 62,2025-07-30,2025-08-01,2025-08-01,1,2,2,True,0
S000939,Kroger,Kroger Site 21,2025-07-30,2025-08-01,2025-08-01,1,2,2,True,0
S000940,Kroger,Kroger Site 67,2025-07-29,2025-08-01,2025-08-01,1,3,3,True,0
S000941,Taxify LLP,Taxify LLP Site 44,2025-07-30,2025-08-01,2025-08-01,1,2,2,True,0
S000942,Taxify LLP,Taxify LLP Site 62,2025-07-31,2025-08-02,2025-08-02,1,2,2,True,0
S000943,Kroger,Kroger Site 17,2025-07-31,2025-08-02,2025-08-02,1,2,2,True,0
S000944,Kroger,Kroger Site 24,2025-08-01,2025-08-03,2025-08-03,1,2,2,True,0
S000945,Kroger,Kroger Site 67,2025-07-30,2025-08-02,2025-08-02,1,3,3,True,0
S000946,Taxify LLP,Taxify LLP Site 55,2025-07-31,2025-08-04,2025-08-04,1,4,4,True,0
S000947,Kroger,Kroger Site 5,2025-08-02,2025-08-04,2025-08-04,1,2,2,True,0
S000948,Kroger,Kroger Site 67,2025-07-31,2025-08-03,2025-08-03,1,3,3,True,0
S000949,Lex & Co,Lex & Co Site 29,2025-07-31,2025-08-02,2025-08-02,1,2,2,True,0
S000950,Kroger,Kroger Site 11,2025-08-03,2025-08-05,2025-08-05,1,2,2,True,0
S000951,Kroger,Kroger Site 17,2025-08-02,2025-08-07,2025-08-07,1,5,5,True,0
S000952,Kroger,Kroger Site 5,2025-08-03,2025-08-06,2025-08-08,1,3,5,False,2
S000953,Kroger,Kroger Site 68,2025-08-02,2025-08-05,2025-08-05,1,3,3,True,0
S000954,Kroger,Kroger Site 70,2025-08-02,2025-08-04,2025-08-04,1,2,2,True,0
S000955,Lex & Co,Lex & Co Site 48,2025-08-01,2025-08-06,2025-08-06,1,5,5,True,0
S000956,Lex & Co,Lex & Co Site 51,2025-08-02,2025-08-04,2025-08-04,1,2,2,True,0
S000957,Lex & Co,Lex & Co Site 52,2025-08-02,2025-08-05,2025-08-05,1,3,3,True,0
S000958,Taxify LLP,Taxify LLP Site 68,2025-08-03,2025-08-07,2025-08-07,1,4,4,True,0
S000959,Kroger,Kroger Site 17,2025-08-02,2025-08-06,2025-08-06,1,4,4,True,0
S000960,Lex & Co,Lex & Co Site 51,2025-08-02,2025-08-05,2025-08-05,1,3,3,True,0
S000961,Lex & Co,Lex & Co Site 52,2025-08-03,2025-08-05,2025-08-05,1,2,2,True,0
S000962,Lex & Co,Lex & Co Site 52,2025-08-03,2025-08-07,2025-08-07,1,4,4,True,0
S000963,Taxify LLP,Taxify LLP Site 67,2025-08-06,2025-08-09,2025-08-09,1,3,3,True,0
S000964,Taxify LLP,Taxify LLP Site 67,2025-08-08,2025-08-10,2025-08-10,1,2,2,True,0
S000965,Kroger,Kroger Site 27,2025-08-10,2025-08-12,2025-08-12,1,2,2,True,0
S000966,Lex & Co,Lex & Co Site 49,2025-08-10,2025-08-12,2025-08-12,1,2,2,True,0
S000967,Taxify LLP,Taxify LLP Site 32,2025-08-10,2025-08-12,2025-08-12,1,2,2,True,0
S000968,Taxify LLP,Taxify LLP Site 51,2025-08-08,2025-08-10,2025-08-10,1,2,2,True,0
S000969,Kroger,Kroger Site 57,2025-08-09,2025-08-11,2025-08-11,1,2,2,True,0
S000970,Kroger,Kroger Site 76,2025-08-09,2025-08-12,2025-08-12,1,3,3,True,0
S000971,Taxify LLP,Taxify LLP Site 51,2025-08-10,2025-08-14,2025-08-14,1,4,4,True,0
S000972,Kroger,Kroger Site 56,2025-08-10,2025-08-13,2025-08-13,1,3,3,True,0
S000973,Kroger,Kroger Site 57,2025-08-12,2025-08-17,2025-08-17,1,5,5,True,0
S000974,Kroger,Kroger Site 72,2025-08-10,2025-08-13,2025-08-13,1,3,3,True,0
S000975,Kroger,Kroger Site 77,2025-08-12,2025-08-14,2025-08-14,1,2,2,True,0
S000976,Taxify LLP,Taxify LLP Site 9,2025-08-11,2025-08-14,2025-08-14,1,3,3,True,0
S000977,Kroger,Kroger Site 26,2025-08-14,2025-08-18,2025-08-18,1,4,4,True,0
S000978,Kroger,Kroger Site 53,2025-08-13,2025-08-15,2025-08-15,1,2,2,True,0
S000979,Taxify LLP,Taxify LLP Site 72,2025-08-12,2025-08-14,2025-08-14,1,2,2,True,0
S000980,Kroger,Kroger Site 20,2025-08-15,2025-08-17,2025-08-17,1,2,2,True,0
S000981,Lex & Co,Lex & Co Site 45,2025-08-15,2025-08-17,2025-08-17,1,2,2,True,0
S000982,Kroger,Kroger Site 16,2025-08-18,2025-08-22,2025-08-22,1,4,4,True,0
S000983,Kroger,Kroger Site 56,2025-08-18,2025-08-20,2025-08-20,1,2,2,True,0
S000984,Lex & Co,Lex & Co Site 12,2025-08-16,2025-08-18,2025-08-18,1,2,2,True,0
S000985,Lex & Co,Lex & Co Site 45,2025-08-16,2025-08-18,2025-08-18,1,2,2,True,0
S000986,Kroger,Kroger Site 27,2025-08-18,2025-08-21,2025-08-21,1,3,3,True,0
S000987,Kroger,Kroger Site 49,2025-08-18,2025-08-20,2025-08-20,1,2,2,True,0
S000988,Kroger,Kroger Site 80,2025-08-17,2025-08-19,2025-08-19,1,2,2,True,0
S000989,Lex & Co,Lex & Co Site 23,2025-08-19,2025-08-23,2025-08-23,1,4,4,True,0
S000990,Kroger,Kroger Site 32,2025-08-20,2025-08-23,2025-08-23,1,3,3,True,0
S000991,Taxify LLP,Taxify LLP Site 64,2025-08-20,2025-08-22,2025-08-22,1,2,2,True,0
S000992,Kroger,Kroger Site 15,2025-08-20,2025-08-22,2025-08-22,1,2,2,True,0
S000993,Kroger,Kroger Site 38,2025-08-19,2025-08-23,2025-08-23,1,4,4,True,0
S000994,Kroger,Kroger Site 33,2025-08-21,2025-08-23,2025-08-23,1,2,2,True,0
S000995,Lex & Co,Lex & Co Site 1,2025-08-22,2025-08-25,2025-08-27,1,3,5,False,2
S000996,Kroger,Kroger Site 10,2025-08-22,2025-08-25,2025-08-26,1,3,4,False,1
S000997,Kroger,Kroger Site 60,2025-08-21,2025-08-23,2025-08-23,1,2,2,True,0
S000998,Lex & Co,Lex & Co Site 80,2025-08-21,2025-08-25,2025-08-25,1,4,4,True,0
S000999,Kroger,Kroger Site 10,2025-08-23,2025-08-25,2025-08-25,1,2,2,True,0
S001000,Kroger,Kroger Site 39,2025-08-24,2025-08-27,2025-08-27,1,3,3,True,0
S001001,Kroger,Kroger Site 75,2025-08-24,2025-08-26,2025-08-28,1,2,4,False,2
S001002,Lex & Co,Lex & Co Site 17,2025-08-23,2025-08-27,2025-08-27,1,4,4,True,0
S001003,Kroger,Kroger Site 10,2025-08-23,2025-08-25,2025-08-25,1,2,2,True,0
S001004,Kroger,Kroger Site 10,2025-08-24,2025-08-27,2025-08-27,1,3,3,True,0
S001005,Lex & Co,Lex & Co Site 76,2025-08-26,2025-08-29,2025-08-31,1,3,5,False,2
S001006,Kroger,Kroger Site 10,2025-08-25,2025-08-27,2025-08-27,1,2,2,True,0
S001007,Kroger,Kroger Site 20,2025-08-26,2025-08-28,2025-08-28,1,2,2,True,0
S001008,Lex & Co,Lex & Co Site 21,2025-08-26,2025-08-30,2025-08-30,1,4,4,True,0
S001009,Lex & Co,Lex & Co Site 35,2025-08-25,2025-08-28,2025-08-28,1,3,3,True,0
S001010,Kroger,Kroger Site 10,2025-08-27,2025-08-31,2025-08-31,1,4,4,True,0
S001011,Kroger,Kroger Site 24,2025-08-27,2025-08-29,2025-08-29,1,2,2,True,0
S001012,Kroger,Kroger Site 54,2025-08-26,2025-08-28,2025-08-28,1,2,2,True,0
S001013,Taxify LLP,Taxify LLP Site 56,2025-08-27,2025-08-30,2025-08-30,1,3,3,True,0
S001014,Kroger,Kroger Site 10,2025-08-27,2025-08-30,2025-08-31,1,3,4,False,1
S001015,Kroger,Kroger Site 24,2025-08-27,2025-08-29,2025-08-30,1,2,3,False,1
S001016,Kroger,Kroger Site 29,2025-08-27,2025-08-29,2025-08-29,1,2,2,True,0
S001017,Kroger,Kroger Site 54,2025-08-27,2025-08-30,2025-08-30,1,3,3,True,0
S001018,Kroger,Kroger Site 71,2025-08-29,2025-08-31,2025-08-31,1,2,2,True,0
S001019,Kroger,Kroger Site 9,2025-08-27,2025-08-30,2025-08-30,1,3,3,True,0
S001020,Lex & Co,Lex & Co Site 41,2025-08-27,2025-08-30,2025-08-31,1,3,4,False,1
S001021,Kroger,Kroger Site 21,2025-08-29,2025-09-01,2025-09-01,1,3,3,True,0
S001022,Kroger,Kroger Site 24,2025-08-28,2025-08-31,2025-08-31,1,3,3,True,0
S001023,Kroger,Kroger Site 54,2025-08-30,2025-09-02,2025-09-02,1,3,3,True,0
S001024,Kroger,Kroger Site 71,2025-08-29,2025-08-31,2025-08-31,1,2,2,True,0
S001025,Taxify LLP,Taxify LLP Site 1,2025-08-29,2025-09-03,2025-09-03,1,5,5,True,0
S001026,Kroger,Kroger Site 21,2025-08-31,2025-09-03,2025-09-03,1,3,3,True,0
S001027,Kroger,Kroger Site 24,2025-08-29,2025-08-31,2025-08-31,1,2,2,True,0
S001028,Kroger,Kroger Site 34,2025-08-29,2025-08-31,2025-08-31,1,2,2,True,0
S001029,Kroger,Kroger Site 34,2025-08-30,2025-09-04,2025-09-04,1,5,5,True,0
S001030,Kroger,Kroger Site 38,2025-08-29,2025-08-31,2025-08-31,1,2,2,True,0
S001031,Kroger,Kroger Site 54,2025-08-31,2025-09-04,2025-09-04,1,4,4,True,0
S001032,Kroger,Kroger Site 68,2025-08-31,2025-09-04,2025-09-04,1,4,4,True,0
S001033,Kroger,Kroger Site 71,2025-08-29,2025-08-31,2025-08-31,1,2,2,True,0
S001034,Taxify LLP,Taxify LLP Site 1,2025-08-29,2025-09-03,2025-09-03,1,5,5,True,0
S001035,Kroger,Kroger Site 21,2025-09-01,2025-09-05,2025-09-05,1,4,4,True,0
S001036,Kroger,Kroger Site 34,2025-08-31,2025-09-02,2025-09-02,2,2,2,True,0
S001037,Kroger,Kroger Site 38,2025-08-31,2025-09-02,2025-09-02,1,2,2,True,0
S001038,Kroger,Kroger Site 54,2025-08-31,2025-09-03,2025-09-03,1,3,3,True,0
S001039,Kroger,Kroger Site 68,2025-08-30,2025-09-01,2025-09-01,1,2,2,True,0
S001040,Kroger,Kroger Site 71,2025-08-30,2025-09-03,2025-09-03,1,4,4,True,0
S001041,Taxify LLP,Taxify LLP Site 1,2025-09-01,2025-09-03,2025-09-03,1,2,2,True,0
S001042,Kroger,Kroger Site 18,2025-09-02,2025-09-05,2025-09-05,1,3,3,True,0
S001043,Kroger,Kroger Site 21,2025-09-02,2025-09-04,2025-09-04,1,2,2,True,0
S001044,Kroger,Kroger Site 34,2025-09-01,2025-09-04,2025-09-04,1,3,3,True,0
S001045,Kroger,Kroger Site 34,2025-09-02,2025-09-04,2025-09-04,1,2,2,True,0
S001046,Kroger,Kroger Site 38,2025-09-01,2025-09-03,2025-09-03,1,2,2,True,0
S001047,Kroger,Kroger Site 54,2025-08-31,2025-09-03,2025-09-03,1,3,3,True,0
S001048,Kroger,Kroger Site 68,2025-09-01,2025-09-03,2025-09-03,1,2,2,True,0
S001049,Kroger,Kroger Site 71,2025-08-31,2025-09-02,2025-09-02,1,2,2,True,0
S001050,Lex & Co,Lex & Co Site 78,2025-09-01,2025-09-03,2025-09-03,1,2,2,True,0
S001051,Taxify LLP,Taxify LLP Site 1,2025-09-02,2025-09-04,2025-09-04,1,2,2,True,0
